Yapılacak şey;Şehir;Yer Adı;Açıklama (TR);Description (EN);
İngilizceden çevirsin;New York;Brooklyn Bridge;Geçmişin görkemini günümüze taşıyan Brooklyn Bridge, Brooklyn'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Gothic-towered bridge opened in 1883. Walk from Manhattan to Brooklyn - 30 min stunning views.;
İngilizceden çevirsin;Budapeşte;Dohány Synagogu;Geçmişin görkemini günümüze taşıyan Dohány Synagogu, Yahudi Mahallesi'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Europe's largest synagogue! Moorish revival style. Holocaust memorial in garden.;
İngilizceden çevirsin;Budapeşte;Esztergom Basilica;Geçmişin görkemini günümüze taşıyan Esztergom Basilica, Günübirlik'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Carrying the glory of the past to the present, Esztergom Basilica is one of Günübirlik's most important historical structures. Its preserved original texture and magnificent architecture await discovery.;
İngilizceden çevirsin;Berlin;Kaiser Wilhelm Anıt Kilisesi;Geçmişin görkemini günümüze taşıyan Kaiser Wilhelm Anıt Kilisesi, Charlottenburg'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Bombed church spire ('Hollow Tooth'). Symbol of war destruction. Inside blue glass mosaic.;
İngilizceden çevirsin;Atina;Kerameikos Archaeological Site;Geçmişin görkemini günümüze taşıyan Kerameikos Archaeological Site, Kerameikos'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Ancient Athens' cemetery and potter's quarter. Included in combo ticket. Few tourists know.;
İngilizceden çevirsin;Hong Kong;Pottinger Street (Stone Slabs);Geçmişin görkemini günümüze taşıyan Pottinger Street (Stone Slabs), Central'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Pottinger Street (Stone Slabs) is a magnificent structure witnessing Hong Kong's rich history. This monumental venue in Central enchants both history buffs and architecture lovers with its centuries-old architecture and cultural significance.;
İngilizceden çevirsin;Dublin;St. Patrick's Cathedral;Geçmişin görkemini günümüze taşıyan St. Patrick's Cathedral, Liberties'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Carrying the glory of the past to the present, St. Patrick's Cathedral is one of Liberties's most important historical structures. Its preserved original texture and magnificent architecture await discovery.;
İngilizceden çevirsin;Atina;Temple of Poseidon (Sounion);Geçmişin görkemini günümüze taşıyan Temple of Poseidon (Sounion), Sounion (Günübirlik)'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Athens' most iconic sunset spot! Temple of Poseidon on cliff overlooking Aegean Sea.;
İngilizceden çevirsin;Seul;Common Ground Seoul;Common Ground Seoul, Seul'nin Gwangjin-gu bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Common Ground Seoul is a noteworthy destination in Seul's Gwangjin-gu district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.;
İngilizceden çevirsin;Lucerne;Ye Olde Mitre, Holborn;A traditional 1547 real ale pub, tucked away in a small alleyway, with framed historical pictures.;A traditional 1547 real ale pub, tucked away in a small alleyway, with framed historical pictures.;
İngilizceden çevirsin;Nice;Ye Olde Mitre, Holborn;A traditional 1547 real ale pub, tucked away in a small alleyway, with framed historical pictures.;A traditional 1547 real ale pub, tucked away in a small alleyway, with framed historical pictures.;
İngilizceden çevirsin;Milano;Rita Cocktails;Bustling bar with outdoor seats popular for its sharing plates & cocktails with a twist.;Bustling bar with outdoor seats popular for its sharing plates & cocktails with a twist.;
İngilizceden çevirsin;Londra;Authentique - Epicerie & Bar;Chic bistro offering French food, charcuterie & cheese boards, plus a wine list & a shop.;Chic bistro offering French food, charcuterie & cheese boards, plus a wine list & a shop.;
İngilizceden çevirsin;Venedik;Adriatico Mar;Classic cicchetti like cured meats & seafood in a small wine bar with low ceilings & exposed beams.;Classic cicchetti like cured meats & seafood in a small wine bar with low ceilings & exposed beams.;
İngilizceden çevirsin;Zürih;Bar am Wasser;Cocktails & bar snacks offered in a polished locale across the street from the river.;Cocktails & bar snacks offered in a polished locale across the street from the river.;
İngilizceden çevirsin;Milano;Wave Cocktail Bar;Cocktails, aperitives & drinks in a living room-like setting with leather sofas.;Cocktails, aperitives & drinks in a living room-like setting with leather sofas.;
İngilizceden çevirsin;Singapur;Jigger & Pony;Cool, relaxed hangout offering classic craft cocktails & many whiskies, plus a small bar menu.;Cool, relaxed hangout offering classic craft cocktails & many whiskies, plus a small bar menu.;
İngilizceden çevirsin;New York;Pocket Bar NYC;Cozy hangout offering beer & wine by the glass or carafe in an intimate setting, plus sangria.;Cozy hangout offering beer & wine by the glass or carafe in an intimate setting, plus sangria.;
İngilizceden çevirsin;New York;The Lavaux;Cozy Swiss restaurant with exposed-wood beams featuring traditional dishes, wines & cocktails.;Cozy Swiss restaurant with exposed-wood beams featuring traditional dishes, wines & cocktails.;
İngilizceden çevirsin;Paris;CopperBay;Craft beers, innovative cocktails & elevated bar food in a stylishly decorated gastrobar.;Craft beers, innovative cocktails & elevated bar food in a stylishly decorated gastrobar.;
İngilizceden çevirsin;Milano;drinc. Cocktail & Conversation;Creative cocktails & light bar bites served in this chic, tiny tavern with floor-to-ceiling windows.;Creative cocktails & light bar bites served in this chic, tiny tavern with floor-to-ceiling windows.;
İngilizceden çevirsin;Milano;Headbangers;Edgy bar with a pool table offering typical pub grub, plus a wide selection of beer & cocktails.;Edgy bar with a pool table offering typical pub grub, plus a wide selection of beer & cocktails.;
İngilizceden çevirsin;Londra;Plume Wine Bar;Elegant venue for a range of carefully selected wines & stronger options, plus sharing plates.;Elegant venue for a range of carefully selected wines & stronger options, plus sharing plates.;
İngilizceden çevirsin;Milano;Bere Buona Birra;Hip, convivial shop/pub featuring craft beers from Italy & around the world, with 5 rotating taps.;Hip, convivial shop/pub featuring craft beers from Italy & around the world, with 5 rotating taps.;
İngilizceden çevirsin;Zürih;Brick Cocktailbar;Industrial, brick-lined venue with bespoke cocktails, plus wine & live music in warm environs.;Industrial, brick-lined venue with bespoke cocktails, plus wine & live music in warm environs.;
İngilizceden çevirsin;Madrid;La Santoría Cocktail Bar;Innovative, artisanal cocktails & bar bites are served at this cozy bar with eclectic decor.;Innovative, artisanal cocktails & bar bites are served at this cozy bar with eclectic decor.;
İngilizceden çevirsin;New York;Amor y Amargo;Intimate bar offering an extensive list of cocktails that showcase classic Italian & craft bitters.;Intimate bar offering an extensive list of cocktails that showcase classic Italian & craft bitters.;
İngilizceden çevirsin;Napoli;'O Barett';Italian cicchetti, pastries, cocktails & coffee prepared in a laid-back bar & cafe.;Italian cicchetti, pastries, cocktails & coffee prepared in a laid-back bar & cafe.;
İngilizceden çevirsin;New York;Sunny's;Knickknack-adorned Red Hook saloon that's been around in one guise or another since the 1890s.;Knickknack-adorned Red Hook saloon that's been around in one guise or another since the 1890s.;
İngilizceden çevirsin;Venedik;Cantine del Vino già Schiavi;Legendary tavern with floor-to-ceiling bottles lining the walls, with wines by the glass & snacks.;Legendary tavern with floor-to-ceiling bottles lining the walls, with wines by the glass & snacks.;
İngilizceden çevirsin;Venedik;Al Prosecco;Lively wood-lined bar with regional biodynamic wines & snack of artisanal meats & cheeses.;Lively wood-lined bar with regional biodynamic wines & snack of artisanal meats & cheeses.;
İngilizceden çevirsin;Singapur;Nutmeg & Clove;Low-key, cozy bar offering artisanal cocktails with creative names inspired by Singapore history.;Low-key, cozy bar offering artisanal cocktails with creative names inspired by Singapore history.;
İngilizceden çevirsin;Venedik;Venice Jazz Club;Low-lit, intimate jazz club featuring live music from the VJC quartet & guest acts, plus a full bar.;Low-lit, intimate jazz club featuring live music from the VJC quartet & guest acts, plus a full bar.;
İngilizceden çevirsin;Venedik;Al Parlamento;Mellow locale for casual Italian fare, espresso & breakfast with tables overlooking the canal.;Mellow locale for casual Italian fare, espresso & breakfast with tables overlooking the canal.;
İngilizceden çevirsin;New York;McSorley’s Old Ale House;Old-time bar with Irish bartenders, 2 kinds of ale (light or dark) & sawdust on the floor.;Old-time bar with Irish bartenders, 2 kinds of ale (light or dark) & sawdust on the floor.;
İngilizceden çevirsin;Singapur;Bar Stories;Original, bespoke cocktails crafted in a relaxed, minimalist setting with an intimate bar.;Original, bespoke cocktails crafted in a relaxed, minimalist setting with an intimate bar.;
İngilizceden çevirsin;Napoli;SWIG SHOT BAR - Vomero;Small, modern gathering place for uniquely flavored shots & innovative cocktails, plus DJ music.;Small, modern gathering place for uniquely flavored shots & innovative cocktails, plus DJ music.;
İngilizceden çevirsin;Napoli;Archeobar - Negroneria Napoletana;Snug neighborhood cocktail bar offering classic & creative drinks in a homey, intimate atmosphere.;Snug neighborhood cocktail bar offering classic & creative drinks in a homey, intimate atmosphere.;
İngilizceden çevirsin;Madrid;Calle 365 l Discoteca Madrid;Stylish nightspot with a bohemian ambiance producing imaginative cocktails & tacos.;Stylish nightspot with a bohemian ambiance producing imaginative cocktails & tacos.;
İngilizceden çevirsin;Milano;Backdoor 43;Unique hideaway calling itself world's smallest bar, with a bartender working behind a wooden door.;Unique hideaway calling itself world's smallest bar, with a bartender working behind a wooden door.;
İngilizceden çevirsin;Madrid;Ätrevido Cocktail Bar;Warm, minimalist signature cocktail bar specializing in agave distillates & Nordic gins.;Warm, minimalist signature cocktail bar specializing in agave distillates & Nordic gins.;
İngilizceden çevirsin;Sevilla;Pub Urbano Comix;Wide-ranging beers served amid vintage decor & colorful lighting, plus pool, pinball & retro games.;Wide-ranging beers served amid vintage decor & colorful lighting, plus pool, pinball & retro games.;
İngilizceden çevirsin;Singapur;Nylon Coffee;Bean-to-cup coffee shop offering craft brews & house-roasted, single-origin beans.;Bean-to-cup coffee shop offering craft brews & house-roasted, single-origin beans.;
İngilizceden çevirsin;Lyon;Øslow x Cantine - Café;Brunch & pastries at a stylish, bi-level coffee shop with house plants & outdoor seating.;Brunch & pastries at a stylish, bi-level coffee shop with house plants & outdoor seating.;
İngilizceden çevirsin;Zürih;Café Miyuko;Cheery cafe offering elaborate cakes, scones & breakfast items, as well as macaroons & teas.;Cheery cafe offering elaborate cakes, scones & breakfast items, as well as macaroons & teas.;
İngilizceden çevirsin;Zürih;MAME Josef;Chill cafe serving coffee made with single-origin beans roasted in-house, plus baked goods.;Chill cafe serving coffee made with single-origin beans roasted in-house, plus baked goods.;
İngilizceden çevirsin;Marsilya;Coogee;Coffee shop au décor bohémien dépareillé proposant cafés, salades à composer, brunchs, muffins, etc.;Coffee shop au décor bohémien dépareillé proposant cafés, salades à composer, brunchs, muffins, etc.;
İngilizceden çevirsin;Tokyo;CAFE REISSUE;Coffees with elaborate latte art, plus lunch specials & desserts, in a whimsical setting.;Coffees with elaborate latte art, plus lunch specials & desserts, in a whimsical setting.;
İngilizceden çevirsin;Tokyo;Little Nap Coffee Stand;Compact coffee stand providing drinks, snacks & cakes, in addition to ice creams.;Compact coffee stand providing drinks, snacks & cakes, in addition to ice creams.;
İngilizceden çevirsin;Marsilya;Deïa Coffee & Kitchen - Brunch Marseille;Compact, easygoing venue whipping up pancakes & burgers, plus coffee, tea & smoothies.;Compact, easygoing venue whipping up pancakes & burgers, plus coffee, tea & smoothies.;
İngilizceden çevirsin;Londra;215 Hackney | Cafe & Brunch;Compact, relaxed cafe serving locally sourced Middle Eastern cuisine, plus coffee & cakes.;Compact, relaxed cafe serving locally sourced Middle Eastern cuisine, plus coffee & cakes.;
İngilizceden çevirsin;Nice;Café Fino | Brunch, Coffee Shop;Contemporary venue serving a variety of classic breakfast & lunch plates, plus hot & cold drinks.;Contemporary venue serving a variety of classic breakfast & lunch plates, plus hot & cold drinks.;
