Şehir,Yer Adı,Kategori,Açıklama (TR),Description (EN)
Amsterdam,IJ-Hallen Flea Market,Deneyim,Avrupa'nın en büyük bit pazarı. Ayda sadece bir veya iki kez devasa endüstriyel hangarlarda kurulur.,"Europe's largest flea market, held only once or twice a month in massive industrial hangars."
Amsterdam,Joods Museum (Yahudi Müzesi),Müze,"Dört tarihi sinagogun içinde yer alan, Hollanda'daki Yahudi tarihi, dini ve kültürüne adanmış kapsamlı müze.","A comprehensive museum dedicated to Jewish history, religion, and culture in the Netherlands, housed within four historic synagogues."
Amsterdam,Jordaan,Tarihi,"Dar sokakları, şirin kanalları, bağımsız butikleri ve gizli avlularıyla (hofjes) Amsterdam'ın en karakteristik ve fotogejik mahallesi.","Amsterdam's most characteristic and photogenic neighborhood, with its narrow streets, quaint canals, independent boutiques, and hidden courtyards (hofjes)."
Amsterdam,KAFFEE,Cafe,"Dapperplein'de (muhtemelen Kaffa Koffie), Etiyopya kahvesinin en otantik halini sunan, taze kavrulmuş çekirdek kokularıyla dolu yerel bir kahve dükkanı.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 101 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Kafenion Amsterdam,Cafe,Jordaan'da küçük bir Yunan adası havası. Yunan usulü soğuk kahve (Freddo Cappuccino) ve el yapımı ıspanaklı börekleriyle (Spanakopita) meşhur.,"Intimate cafe with a rustic vibe, serving up hearty pies by the slice, plus hot & cold coffees."
Amsterdam,Kanal Turu,Deneyim,Amsterdam'ı suyun üzerinden keşfetmek için olmazsa olmaz bir deneyim. UNESCO korumalı kanallar arasında süzülürken şehrin 17. yüzyıl mimarisini ve yüzen evlerini en iyi açıdan görebilirsiniz.,The essential Amsterdam experience. Cruising through the UNESCO-listed 17th-century canal ring offers the best perspective on the city's historic Gabled houses and unique water-bound life.
Amsterdam,Kattenkabinet (Kedi Kabinesi),Müze,Tamamen kedilere adanmış bir sanat müzesi! Picasso'dan Rembrandt'a kadar pek çok sanatçının kedi temalı eserlerini tarihi bir kanal evinde görebilirsiniz.,An art museum entirely dedicated to cats! You can see cat-themed works by artists ranging from Picasso to Rembrandt in a historic canal house.
Amsterdam,Keukenhof Gardens,Deneyim,"Keukenhof Gardens, Amsterdam'nin Lisse bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.",World's largest flower garden. 7 million tulips! Open only March-May. A visual feast.
Amsterdam,KoffieKar Amsterdam,Cafe,Şehrin en sempatik kahve aracı. Piaggio Ape araçlarıyla sundukları taze kahveleri ve samimi baristalarıyla beklenmedik anlarda karşınıza çıkan mutluluk.,Amsterdam içindeki popüler mekanlardan biri. 5 puan ve 81 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,L'Abeille Pastry & Coffee,Cafe,"Dapperstraat'ta Fransız pastacılığının zarif temsilcisi. Şef Laura'nın imza ürünü ""Strawberry Cheesecake Cruffin"" ve taze kruvasanları.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 141 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,La Dilettante Amsterdam - Natural Wine Bar,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 314 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Law & Order Cocktail Bar,Bar,"Gault&Millau ödüllü, ""Peaky Blinders"" havasında sofistike bir kokteyl barı. ""Bee's Knees"" ve viski bazlı kokteylleriyle şık bir akşam deneyimi.",Amsterdam içindeki popüler mekanlardan biri. 4.7 puan ve 654 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Le Fournil de Sébastien Amsterdam,Cafe,Olympiaplein'de gerçek Fransız bageti ve ekşi mayalı ekmekleriyle ünlü fırın. Şef Sébastien'in elinden çıkan tereyağlı kruvasanlar için sıra beklemeye değer.,Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 1518 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Les petits canelés,Cafe,"Bordeaux'nun meşhur Canelé tatlısını Amsterdam'a taşıyan butik pastane. Dışı karamelize ve kıtır, içi yumuşacık ve vanilyalı bu lezzetler bağımlılık yapabilir.",Amsterdam içindeki popüler mekanlardan biri. 5 puan ve 103 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Little Buddha Asian restaurant - Best Asian Restaurant Amsterdam,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 1467+ ziyaretçi tarafından değerlendirildi.",Amsterdam içindeki popüler mekanlardan biri. 4.9 puan ve 1466 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Local Deli,Restoran,Amstelveenseweg'de taze malzemelerle hazırlanan sandviçleri ve şarküteri ürünleriyle sevilen bir mahalle dükkanı. Meatball sandviçi favori.,Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 269 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Lot Sixty One Coffee,Cafe,"Gerçek kahve tutkunlarının adresi. Kendi kahvesini kavuran bu minimalist dükkan, Jordaan ve West sınırında kentin en iyi espresso'larını sunar.","Serious coffee roasters in a minimalist space. Known for some of the best specialty beans in the city, roasted daily on-site for the freshest cup."
Amsterdam,Luuk's Coffee Noordermarkt,Cafe,"Noordermarkt'ın yanı başında, harika Cortado'su ve bademli kruvasanıyla pazar alışverişi öncesi veya sonrası mükemmel bir mola noktası.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 939 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,MOKAFE,Cafe,Ev yapımı pankekleri ve omletleriyle kahvaltı severlerin favorisi. Samimi işletmecileri ve uygun fiyatlarıyla kendinizi evinizde hissedeceğiniz bir kafe.,Amsterdam içindeki popüler mekanlardan biri. 4.9 puan ve 1203 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Madame Charlie Bakery x Basque Artisan Pastries & Wines x Basque Burnt Cheesecake Amsterdam x,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Amsterdam içindeki popüler mekanlardan biri. 4.9 puan ve 151 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Madame Croissant Amsterdam,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 1330 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Magere Brug (Zayıf Köprü),Tarihi,Amstel Nehri üzerindeki en ünlü köprü. Efsaneye göre bu köprüde öpüşen sevgililerin aşkı sonsuza kadar sürer.,The most famous bridge over the Amstel River. Legend has it that a kiss shared over this bridge ensures an eternal love.
Amsterdam,Magna Plaza,Alışveriş,"Magna Plaza, Amsterdam'nin Dam Square bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.",Former Post Office now luxury mall. Exterior architecture as grand as Royal Palace. Interior very chic.
Amsterdam,Mamas & Tapas,Restoran,"İspanyol tapas kültürünü yaşatan, sıcak ve gürültülü (iyi anlamda) bir restoran. Sangria eşliğinde paylaşımlık tabaklar ve canlı atmosfer.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 1194 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Manneken Pis (Fries) Amsterdam,Restoran,Hollanda'nın en popüler 'patates kızartması' dükkanlarından biri. Sos seçenekleri ve devasa porsiyonlarıyla her zaman önünde uzun bir sıra vardır.,One of the Netherlands' most popular 'fries' shops. Always has a long queue due to its vast selection of sauces and massive portions.
Amsterdam,Margo's Amsterdam,Restoran,"Tamamen bitkisel (vegan) ürünler sunan, ancak lezzetten ödün vermeyen fırın. Kat kat ve tereyağı kokusunu aratmayan vegan kruvasanlarıyla ünlü.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 218 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Micropia,Müze,Dünyanın tek mikrop müzesi! Görünmez mikro dünyayı keşfetmek için harika ve sıra dışı bir yerdir. ARTIS Hayvanat Bahçesi'nin hemen yanındadır.,The world's only microbe museum! A great and unusual place to discover the invisible microworld. Located right next to the ARTIS Zoo.
Amsterdam,Miri Mary Indian Restaurant Amsterdam,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 4524+ ziyaretçi tarafından değerlendirildi.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 4524 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Mister NATA,Cafe,Portekiz'in meşhur Pastel de Nata tatlısını en otantik haliyle sunan tatlı dükkanı. Yanında bir espresso ile kısa bir Lizbon kaçamağı.,Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 730 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Mister Nata,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 178 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Moco Museum,Müze,"Tarihi bir villa içinde yükselen bu müze, Banksy, Basquiat ve Haring gibi sokak sanatı ve pop-art devlerine ev sahipliği yapan modern bir galeri.","Located in a historic mansion, this private museum showcases icons of rock-star art like Banksy, Kaws, and Warhol, alongside immersive digital experiences."
Amsterdam,Moeders,Restoran,"Geleneksel Hollanda yemekleri sunan, her yerin yüzlerce anne fotoğrafıyla kaplı olduğu çok samimi ve sıcak bir restoran.","A very friendly and warm restaurant serving traditional Dutch cuisine, with walls covered in hundreds of photos of mothers."
Amsterdam,Moeders (Anneler) Restoranı,Restoran,"Duvarları dünyanın dört bir yanından gelen anne fotoğraflarıyla kaplı, geleneksel Hollanda ev yemekleri sunan çok samimi bir mekan.","A very cozy spot serving traditional Dutch home cooking, with walls covered by photos of mothers from all around the world."
Amsterdam,Morning Owl Coffee,Deneyim,Yerel kültürü keşfetmek ve otantik anılar biriktirmek için kaçırılmaması gereken bir deneyim.,Amsterdam içindeki popüler mekanlardan biri. 5 puan ve 245 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Mountain Nepal - Amsterdam,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 91+ ziyaretçi tarafından değerlendirildi.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 91 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Muiden Castle (Muiderslot),Müze,"Hollanda'nın en iyi korunmuş ve en ikonik ortaçağ su kalesi. Hendekleri, kuleleri ve tarihi bahçesiyle bir masal kalesi andırır.","The Netherlands' best-preserved and most iconic medieval moated castle. With its moats, towers, and historic gardens, it looks like something out of a fairytale."
Amsterdam,Museum Het Grachtenhuis (Kanal Evi Müzesi),Müze,Amsterdam kanallarının nasıl inşa edildiğini ve 400 yıllık tarihini anlatan harika bir interaktif müze. Tarihi bir kanal evinde yer alır.,A wonderful interactive museum telling the 400-year history of how Amsterdam's canals were built. Housed in a historic canal house.
Amsterdam,Museum Van Loon,Müze,"Museum Van Loon, Amsterdam'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Keizersgracht bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.",17th century canal house museum. Preserved with original items. Secret garden in back is magnificent.
Amsterdam,Museum Willet-Holthuysen,Müze,"17. yüzyıldan kalma görkemli bir kanal evi. İçindeki orijinal mobilyalar, gümüş koleksiyonu ve Fransız stili bahçesiyle eski Amsterdam hayatını yansıtır.","A grand 17th-century canal house. Reflects old Amsterdam life with its original furnishings, silver collection, and French-style garden."
Amsterdam,NDSM Wharf,Deneyim,"Eski bir tersanenin sanatsal bir vahaya dönüştüğü yer. Devasa grafitileri, alternatif barları ve endüstriyel atmosferiyle şehrin en 'cool' ve yaratıcı bölgesi.","A former shipyard turned into a vibrant creative hub. Home to street art, industrial-style bars, and artists' studios, it's the alternative and edgy heart of Amsterdam-Noord."
Amsterdam,NEMO Science Museum,Müze,"NEMO Science Museum, Amsterdam'nin kültürel zenginliğinin en güzel örneklerinden birini sergiliyor. Oosterdok bölgesinde konumlanan bu müze, dünya çapında tanınan eserleri, interaktif sergileri ve eğitici programlarıyla her yaş grubundan ziyaretçiye hitap ediyor. Rehberli turlar sayesinde eserlerin hikayelerini derinlemesine keşfetme imkanı bulabilirsiniz.",Green ship-shaped building. Interactive science museum. Roof terrace (free) overlooks whole city.
Amsterdam,NU koffie & delicatessen,Cafe,"Jordaan'da huzurlu bir kahve ve lezzet durağı. ""Tosti Bolo"" (Bolonez soslu tost) ve kaliteli kahvesiyle öğle molası için ideal.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 382 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Nam Kee (Çin Mutfağı),Restoran,Amsterdam'ın Chinatown bölgesindeki efsanevi Çin restoranı. Özellikle 'Nam Kee'nin İstiridyeleri' yemeğiyle dünya çapında ünlüdür.,Legendary Chinese restaurant in Amsterdam's Chinatown. World-famous especially for its dish 'Oysters at Nam Kee'.
Amsterdam,Namche Amsterdam,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 579+ ziyaretçi tarafından değerlendirildi.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 579 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Nieuwe Kerk (Yeni Kilise),Müze,Dam Meydanı'ndaki 15. yüzyıldan kalma gotik kilise. Bugün dini törenlerden ziyade prestijli sanat sergilerine ev sahipliği yapar.,"A 15th-century Gothic church on Dam Square. Today, it hosts prestigious art exhibitions rather than religious services."
Amsterdam,Noi Coffee and Eatery,Cafe,Sağlıklı ve lezzetli kahvaltı seçenekleri sunan modern bir kafe. Avokado tostları ve smoothie kaseleriyle güne taze bir başlangıç.,Amsterdam içindeki popüler mekanlardan biri. 4.9 puan ve 162 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Nous - Coffee Store,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 192 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,OBA Oosterdok (Amsterdam Halk Kütüphanesi),Müze,"Avrupa'nın en büyük halk kütüphanelerinden biri. En üst katındaki teras kafesi, şehre bakan harika ve ücretsiz bir manzara sunar.",One of Europe's largest public libraries. Its top-floor terrace cafe offers a magnificent and free view overlooking the city.
Amsterdam,Ons' Lieve Heer op Solder (Tavan Arasındaki Kilise),Müze,17. yüzyılda Katoliklere ibadet yasağı varken bir evin tavan arasına gizlice inşa edilmiş muhteşem bir kilise. Amsterdam'ın en iyi korunmuş sırlarından biridir.,A magnificent church secretly built in the attic of a 17th-century canal house during the ban on Catholic worship. One of Amsterdam's best-kept secrets.
Amsterdam,Oocker,Restoran,"Frederiksplein'de, şarap tutkunları için bir vaha. Geniş kavı, bilgili sommelier'leri ve şaraba eşlik eden rafine atıştırmalıklarıyla ödüllü bir ""wine bar"".",Amsterdam içindeki popüler mekanlardan biri. 4.8 puan ve 337 yorum ile ziyaretçilerin beğenisini kazanmış.
Amsterdam,Oosterpark,Park,"Oosterpark, şehir hayatının karmaşasından uzaklaşıp nefes almak isteyenler için Oost bölgesinde yeşil bir vaha. Yürüyüş yolları, dinlenme alanları ve huzurlu atmosferiyle doğayla baş başa kalmak için ideal.","For those seeking escape from the city's crowds, Oosterpark is a perfect sanctuary. This green oasis in Oost offers different beauty each visit with its botanical diversity and seasonal flower gardens."
