Şehir;Yer Adı;Kategori;Açıklama (TR);Description (EN);Rating
Amsterdam;Law & Order Cocktail Bar;Bar;Amsterdam'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Legal-themed cocktail bar with creative drinks.;4.7
Amsterdam;Le Fournil de Sébastien Amsterdam;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;French bakery by Sébastien with artisan breads.;4.8
Amsterdam;Les petits canelés;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Specialty shop for French canelé pastries.;5
Amsterdam;Little Buddha Asian restaurant - Best Asian Restaurant Amsterdam;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 1467+ ziyaretçi tarafından değerlendirildi.;Asian fusion restaurant with quality dishes and Buddha ambiance.;4.9
Amsterdam;Local Deli;Restoran;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Neighborhood deli with quality local products.;4.8
Amsterdam;Lot Sixty One Coffee;Cafe;Gerçek kahve tutkunlarının adresi. Kendi kahvesini kavuran bu minimalist dükkan, Jordaan ve West sınırında kentin en iyi espresso'larını sunar.;Serious coffee roasters in a minimalist space. Known for some of the best specialty beans in the city, roasted daily on-site for the freshest cup.;4.6
Amsterdam;Luuk's Coffee Noordermarkt;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Specialty coffee at Noordermarkt with quality brewing.;4.8
Amsterdam;MOKAFE;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Cozy café with quality coffee and relaxed atmosphere.;4.9
Amsterdam;Madame Charlie Bakery x Basque Artisan Pastries & Wines x Basque Burnt Cheesecake Amsterdam x;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Basque bakery famous for burnt cheesecake and artisan pastries.;4.9
Amsterdam;Madame Croissant Amsterdam;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;French-style bakery with perfect croissants and viennoiseries.;4.8
Amsterdam;Magere Brug (Zayıf Köprü);Tarihi;Amstel Nehri üzerindeki en ünlü köprü. Efsaneye göre bu köprüde öpüşen sevgililerin aşkı sonsuza kadar sürer.;The most famous bridge over the Amstel River. Legend has it that a kiss shared over this bridge ensures an eternal love.;4.7
Amsterdam;Magna Plaza;Alışveriş;Magna Plaza, Amsterdam'nin Dam Square bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Former Post Office now luxury mall. Exterior architecture as grand as Royal Palace. Interior very chic.;4.4
Amsterdam;Mamas & Tapas;Restoran;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Spanish tapas bar with homestyle cooking and wines.;4.8
Amsterdam;Manneken Pis (Fries) Amsterdam;Restoran;Hollanda'nın en popüler 'patates kızartması' dükkanlarından biri. Sos seçenekleri ve devasa porsiyonlarıyla her zaman önünde uzun bir sıra vardır.;One of the Netherlands' most popular 'fries' shops. Always has a long queue due to its vast selection of sauces and massive portions.;4.5
Amsterdam;Margo's Amsterdam;Restoran;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Stylish restaurant with quality dishes and elegant atmosphere.;4.8
Amsterdam;Micropia;Müze;Dünyanın tek mikrop müzesi! Görünmez mikro dünyayı keşfetmek için harika ve sıra dışı bir yerdir. ARTIS Hayvanat Bahçesi'nin hemen yanındadır.;The world's only microbe museum! A great and unusual place to discover the invisible microworld. Located right next to the ARTIS Zoo.;4.8
Amsterdam;Miri Mary Indian Restaurant Amsterdam;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 4524+ ziyaretçi tarafından değerlendirildi.;Authentic Indian restaurant with traditional spices and flavors.;4.8
Amsterdam;Mister NATA;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Portuguese pastel de nata specialist with perfect custard tarts.;4.8
Amsterdam;Mister Nata;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Lisbon-style pastéis de nata in Amsterdam.;4.8
Amsterdam;Moco Museum;Müze;Tarihi bir villa içinde yükselen bu müze, Banksy, Basquiat ve Haring gibi sokak sanatı ve pop-art devlerine ev sahipliği yapan modern bir galeri.;Located in a historic mansion, this private museum showcases icons of rock-star art like Banksy, Kaws, and Warhol, alongside immersive digital experiences.;4.5
Amsterdam;Moeders;Restoran;Geleneksel Hollanda yemekleri sunan, her yerin yüzlerce anne fotoğrafıyla kaplı olduğu çok samimi ve sıcak bir restoran.;A very friendly and warm restaurant serving traditional Dutch cuisine, with walls covered in hundreds of photos of mothers.;4.6
Amsterdam;Moeders (Anneler) Restoranı;Restoran;Duvarları dünyanın dört bir yanından gelen anne fotoğraflarıyla kaplı, geleneksel Hollanda ev yemekleri sunan çok samimi bir mekan.;A very cozy spot serving traditional Dutch home cooking, with walls covered by photos of mothers from all around the world.;4.6
Amsterdam;Morning Owl Coffee;Deneyim;Yerel kültürü keşfetmek ve otantik anılar biriktirmek için kaçırılmaması gereken bir deneyim.;Early-bird specialty coffee for morning enthusiasts.;5
Amsterdam;Mountain Nepal - Amsterdam;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 91+ ziyaretçi tarafından değerlendirildi.;Nepalese restaurant with Himalayan cuisine and warm hospitality.;4.8
Amsterdam;Muiden Castle (Muiderslot);Müze;Hollanda'nın en iyi korunmuş ve en ikonik ortaçağ su kalesi. Hendekleri, kuleleri ve tarihi bahçesiyle bir masal kalesi andırır.;The Netherlands' best-preserved and most iconic medieval moated castle. With its moats, towers, and historic gardens, it looks like something out of a fairytale.;4.7
Amsterdam;Museum Het Grachtenhuis (Kanal Evi Müzesi);Müze;Amsterdam kanallarının nasıl inşa edildiğini ve 400 yıllık tarihini anlatan harika bir interaktif müze. Tarihi bir kanal evinde yer alır.;A wonderful interactive museum telling the 400-year history of how Amsterdam's canals were built. Housed in a historic canal house.;4.6
Amsterdam;Museum Van Loon;Müze;Museum Van Loon, Amsterdam'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Keizersgracht bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.;17th century canal house museum. Preserved with original items. Secret garden in back is magnificent.;4.6
Amsterdam;Museum Willet-Holthuysen;Müze;17. yüzyıldan kalma görkemli bir kanal evi. İçindeki orijinal mobilyalar, gümüş koleksiyonu ve Fransız stili bahçesiyle eski Amsterdam hayatını yansıtır.;A grand 17th-century canal house. Reflects old Amsterdam life with its original furnishings, silver collection, and French-style garden.;4.6
Amsterdam;NDSM Wharf;Deneyim;Eski bir tersanenin sanatsal bir vahaya dönüştüğü yer. Devasa grafitileri, alternatif barları ve endüstriyel atmosferiyle şehrin en 'cool' ve yaratıcı bölgesi.;A former shipyard turned into a vibrant creative hub. Home to street art, industrial-style bars, and artists' studios, it's the alternative and edgy heart of Amsterdam-Noord.;4.5
Amsterdam;NEMO Science Museum;Müze;NEMO Science Museum, Amsterdam'nin kültürel zenginliğinin en güzel örneklerinden birini sergiliyor. Oosterdok bölgesinde konumlanan bu müze, dünya çapında tanınan eserleri, interaktif sergileri ve eğitici programlarıyla her yaş grubundan ziyaretçiye hitap ediyor. Rehberli turlar sayesinde eserlerin hikayelerini derinlemesine keşfetme imkanı bulabilirsiniz.;Green ship-shaped building. Interactive science museum. Roof terrace (free) overlooks whole city.;4.5
Amsterdam;NU koffie & delicatessen;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Now coffee and deli with quality products and brews.;4.8
Amsterdam;Nam Kee (Çin Mutfağı);Restoran;Amsterdam'ın Chinatown bölgesindeki efsanevi Çin restoranı. Özellikle 'Nam Kee'nin İstiridyeleri' yemeğiyle dünya çapında ünlüdür.;Legendary Chinese restaurant in Amsterdam's Chinatown. World-famous especially for its dish 'Oysters at Nam Kee'.;4.4
Amsterdam;Namche Amsterdam;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 579+ ziyaretçi tarafından değerlendirildi.;Nepalese café named after the Everest village with authentic dishes.;4.8
Amsterdam;Nieuwe Kerk (Yeni Kilise);Müze;Dam Meydanı'ndaki 15. yüzyıldan kalma gotik kilise. Bugün dini törenlerden ziyade prestijli sanat sergilerine ev sahipliği yapar.;A 15th-century Gothic church on Dam Square. Today, it hosts prestigious art exhibitions rather than religious services.;4.5
Amsterdam;Noi Coffee and Eatery;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Vietnamese-inspired coffee and eatery with quality offerings.;4.9
Amsterdam;Nous - Coffee Store;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;French-inspired coffee store with quality beans and brewing.;4.8
Amsterdam;OBA Oosterdok (Amsterdam Halk Kütüphanesi);Müze;Avrupa'nın en büyük halk kütüphanelerinden biri. En üst katındaki teras kafesi, şehre bakan harika ve ücretsiz bir manzara sunar.;One of Europe's largest public libraries. Its top-floor terrace cafe offers a magnificent and free view overlooking the city.;4.7
Amsterdam;Ons' Lieve Heer op Solder (Tavan Arasındaki Kilise);Müze;17. yüzyılda Katoliklere ibadet yasağı varken bir evin tavan arasına gizlice inşa edilmiş muhteşem bir kilise. Amsterdam'ın en iyi korunmuş sırlarından biridir.;A magnificent church secretly built in the attic of a 17th-century canal house during the ban on Catholic worship. One of Amsterdam's best-kept secrets.;4.8
Amsterdam;Oocker;Restoran;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Traditional Dutch tavern with local character and drinks.;4.8
Amsterdam;Oosterpark;Park;Oosterpark, şehir hayatının karmaşasından uzaklaşıp nefes almak isteyenler için Oost bölgesinde yeşil bir vaha. Yürüyüş yolları, dinlenme alanları ve huzurlu atmosferiyle doğayla baş başa kalmak için ideal.;For those seeking escape from the city's crowds, Oosterpark is a perfect sanctuary. This green oasis in Oost offers different beauty each visit with its botanical diversity and seasonal flower gardens.;4.4
Amsterdam;P.C. Hooftstraat;Alışveriş;Amsterdam'ın en lüks alışveriş caddesi. Dünyaca ünlü moda evlerinin ve prestijli markaların amiral gemisi mağazaları burada bulunur.;Amsterdam's most luxurious shopping street, home to flagship stores of world-famous fashion houses and prestigious brands.;4.4
Amsterdam;Pathé Tuschinski;Deneyim;Dünyanın en güzel sinemalarından biri olarak kabul edilen Art Deco ve Art Nouveau tarzı muhteşem tarihi tiyatro ve sinema salonu.;Considered one of the world's most beautiful cinemas, a magnificent historic theater and movie palace in Art Deco and Art Nouveau style.;4.9
Amsterdam;Patisserie Linnick;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;French patisserie with elegant pastries and cakes.;4.8
Amsterdam;Pelusa;Restoran;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Cozy café with quality coffee and relaxed vibes.;4.9
Amsterdam;Plan No.3;Bar;Amsterdam'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Third plan café-bar with creative concept.;5
Amsterdam;Pluk;Restoran;Dokuz Sokaklar'ın en fotojenik kafesi. Sağlıklı bowl'ları, ev yapımı pastaları ve rengarenk dekorasyonuyla hem gözünüze hem damağınıza hitap eden şık bir durak.;One of the most Instagrammable cafes in the Nine Streets. Famous for healthy acai bowls, delicious cakes, and a cute shop filled with home interior treasures.;4.4
Amsterdam;Portuguese Synagogue (Portekiz Sinagogu);Tarihi;17. yüzyıldan kalma, dünyanın en eski ve en etkileyici sinagoglarından biri. Hala elektrik kullanılmayan binada akşamları binlerce mum yakılır.;Built in the 17th century, one of the world's oldest and most impressive synagogues. The building still has no electricity, and thousands of candles are lit for evening services.;4.7
Amsterdam;Priesthood;Cafe;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Cocktail bar with reverent approach to mixology.;4.9
Amsterdam;Proeflokaal Arendsnest;Bar;Bakır borular ve ahşap panelli duvarlarla donatılmış bu konforlu barda, Hollanda'da imal edilen 100'den fazla bira servis edilir.;Bakır borular ve ahşap panelli duvarlarla donatılmış bu konforlu barda, Hollanda'da imal edilen 100'den fazla bira servis edilir.;4.7
Amsterdam;Rebel Wines;Deneyim;Yerel kültürü keşfetmek ve otantik anılar biriktirmek için kaçırılmaması gereken bir deneyim.;Rebellious wine bar with unconventional selections.;4.9
Amsterdam;Red Light District (De Wallen);Restoran;Şehrin en eski ve en tartışmalı bölgesi. Kanallar, barlar ve vitrinler. Sadece yetişkinler için değil, tarih dolu.;City's oldest and most controversial area. Canals, bars and windows. Not just for adults, full of history.;4.0
Amsterdam;Red Light Secrets (Fuhuş Müzesi);Müze;Kırmızı Fener Mahallesi'ndeki hayatın perde arkasını anlatan dünyanın ilk fuhuş müzesi. Eski bir genelevde yer alır.;The world's first museum of prostitution, telling the story of life behind the scenes in the Red Light District. Located in a former brothel.;4.3
Amsterdam;Rembrandt Evi;Müze;Sanat ve tarih tutkunlarının vazgeçilmez durağı Rembrandt Evi. Centrum'da konumlanan müze, nadir eserleri ve interaktif sergileriyle hem öğretici hem ilham verici bir deneyim sunuyor.;A must-visit for art and history enthusiasts, Rembrandt Evi stands out as one of Centrum's most prestigious museums. With its carefully curated collection, seasonal exhibitions, and state-of-the-art presentation methods, it promises an unforgettable experience.;4.5
Amsterdam;Rembrandthuis (Rembrandt Evi Müzesi);Müze;Ünlü ressam Rembrandt'ın 1639-1658 yılları arasında yaşadığı ve çalıştığı ev. Sanatçının stüdyosunu ve geniş gravür koleksiyonunu görebilirsiniz.;The house where the famous painter Rembrandt lived and worked between 1639 and 1658. You can see the artist's studio and a vast collection of etchings.;4.6
