Şehir;Yer Adı;Kategori;Bölge;Rating;Açıklama (TR);Description (EN)
Amsterdam;Kanal Turu;Deneyim;Centrum;4.5;Amsterdam'ı suyun üzerinden keşfetmek için olmazsa olmaz bir deneyim. UNESCO korumalı kanallar arasında süzülürken şehrin 17. yüzyıl mimarisini ve yüzen evlerini en iyi açıdan görebilirsiniz.;The essential Amsterdam experience. Cruising through the UNESCO-listed 17th-century canal ring offers the best perspective on the city's historic Gabled houses and unique water-bound life.
Amsterdam;Kattenkabinet (Kedi Kabinesi);Müze;Canal Ring;4.4;Tamamen kedilere adanmış bir sanat müzesi! Picasso'dan Rembrandt'a kadar pek çok sanatçının kedi temalı eserlerini tarihi bir kanal evinde görebilirsiniz.;An art museum entirely dedicated to cats! You can see cat-themed works by artists ranging from Picasso to Rembrandt in a historic canal house.
Amsterdam;Keukenhof Gardens;Deneyim;Lisse;4.8;Keukenhof Gardens, Amsterdam'nin Lisse bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;World's largest flower garden. 7 million tulips! Open only March-May. A visual feast.
Amsterdam;KoffieKar Amsterdam;Cafe;Zeeburgerkade 664;5;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Coffee cart concept with quality mobile brewing.
Amsterdam;L'Abeille Pastry & Coffee;Cafe;Dapperstraat 7;4.8;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Bee-inspired patisserie with honey-based treats and coffee.
Amsterdam;La Dilettante Amsterdam - Natural Wine Bar;Cafe;Saenredamstraat 37;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Natural wine bar for passionate wine lovers.
Amsterdam;Law & Order Cocktail Bar;Bar;Voetboogstraat 4;4.7;Amsterdam'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Legal-themed cocktail bar with creative drinks.
Amsterdam;Le Fournil de Sébastien Amsterdam;Cafe;Olympiaplein 119;4.8;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;French bakery by Sébastien with artisan breads.
Amsterdam;Les petits canelés;Cafe;Eerste Lindendwarsstraat 11-H;5;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Specialty shop for French canelé pastries.
Amsterdam;Little Buddha Asian restaurant - Best Asian Restaurant Amsterdam;Restoran;Halvemaansteeg 18;4.9;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 1467+ ziyaretçi tarafından değerlendirildi.;Asian fusion restaurant with quality dishes and Buddha ambiance.
Amsterdam;Local Deli;Restoran;Amstelveenseweg 157H;4.8;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Neighborhood deli with quality local products.
Amsterdam;Lot Sixty One Coffee;Cafe;Jordaan;4.6;Gerçek kahve tutkunlarının adresi. Kendi kahvesini kavuran bu minimalist dükkan, Jordaan ve West sınırında kentin en iyi espresso'larını sunar.;Serious coffee roasters in a minimalist space. Known for some of the best specialty beans in the city, roasted daily on-site for the freshest cup.
Amsterdam;Luuk's Coffee Noordermarkt;Cafe;Westerstraat 3;4.8;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Specialty coffee at Noordermarkt with quality brewing.
Amsterdam;MOKAFE;Cafe;Trompenburgstraat 103;4.9;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Cozy café with quality coffee and relaxed atmosphere.
Amsterdam;Madame Charlie Bakery x Basque Artisan Pastries & Wines x Basque Burnt Cheesecake Amsterdam x;Cafe;Bickerswerf 21;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Basque bakery famous for burnt cheesecake and artisan pastries.
Amsterdam;Madame Croissant Amsterdam;Cafe;Hartenstraat 29H;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;French-style bakery with perfect croissants and viennoiseries.
Amsterdam;Magere Brug (Zayıf Köprü);Tarihi;Amstel;4.7;Amstel Nehri üzerindeki en ünlü köprü. Efsaneye göre bu köprüde öpüşen sevgililerin aşkı sonsuza kadar sürer.;The most famous bridge over the Amstel River. Legend has it that a kiss shared over this bridge ensures an eternal love.
Amsterdam;Magna Plaza;Alışveriş;Dam Square;4.4;Magna Plaza, Amsterdam'nin Dam Square bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Former Post Office now luxury mall. Exterior architecture as grand as Royal Palace. Interior very chic.
Amsterdam;Mamas & Tapas;Restoran;Hugo de Grootplein 6;4.8;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Spanish tapas bar with homestyle cooking and wines.
Amsterdam;Manneken Pis (Fries) Amsterdam;Restoran;Centrum;4.5;Hollanda'nın en popüler 'patates kızartması' dükkanlarından biri. Sos seçenekleri ve devasa porsiyonlarıyla her zaman önünde uzun bir sıra vardır.;One of the Netherlands' most popular 'fries' shops. Always has a long queue due to its vast selection of sauces and massive portions.
Amsterdam;Margo's Amsterdam;Restoran;Bellamyplein 18HS;4.8;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Stylish restaurant with quality dishes and elegant atmosphere.
Amsterdam;Micropia;Müze;Plantage;4.8;Dünyanın tek mikrop müzesi! Görünmez mikro dünyayı keşfetmek için harika ve sıra dışı bir yerdir. ARTIS Hayvanat Bahçesi'nin hemen yanındadır.;The world's only microbe museum! A great and unusual place to discover the invisible microworld. Located right next to the ARTIS Zoo.
Amsterdam;Miri Mary Indian Restaurant Amsterdam;Restoran;Van der Helstplein 15H;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 4524+ ziyaretçi tarafından değerlendirildi.;Authentic Indian restaurant with traditional spices and flavors.
Amsterdam;Mister NATA;Cafe;Van Woustraat 48;4.8;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Portuguese pastel de nata specialist with perfect custard tarts.
Amsterdam;Mister Nata;Cafe;Haarlemmerdijk 37;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Lisbon-style pastéis de nata in Amsterdam.
Amsterdam;Moco Museum;Müze;Museumplein;4.5;Tarihi bir villa içinde yükselen bu müze, Banksy, Basquiat ve Haring gibi sokak sanatı ve pop-art devlerine ev sahipliği yapan modern bir galeri.;Located in a historic mansion, this private museum showcases icons of rock-star art like Banksy, Kaws, and Warhol, alongside immersive digital experiences.
Amsterdam;Moeders;Restoran;Jordaan;4.6;Geleneksel Hollanda yemekleri sunan, her yerin yüzlerce anne fotoğrafıyla kaplı olduğu çok samimi ve sıcak bir restoran.;A very friendly and warm restaurant serving traditional Dutch cuisine, with walls covered in hundreds of photos of mothers.
Amsterdam;Moeders (Anneler) Restoranı;Restoran;Oud-West/Jordaan;4.6;Duvarları dünyanın dört bir yanından gelen anne fotoğraflarıyla kaplı, geleneksel Hollanda ev yemekleri sunan çok samimi bir mekan.;A very cozy spot serving traditional Dutch home cooking, with walls covered by photos of mothers from all around the world.
Amsterdam;Morning Owl Coffee;Deneyim;Zeedijk 71;5;Yerel kültürü keşfetmek ve otantik anılar biriktirmek için kaçırılmaması gereken bir deneyim.;Early-bird specialty coffee for morning enthusiasts.
Amsterdam;Mountain Nepal - Amsterdam;Restoran;Kinkerstraat 348;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 91+ ziyaretçi tarafından değerlendirildi.;Nepalese restaurant with Himalayan cuisine and warm hospitality.
Amsterdam;Muiden Castle (Muiderslot);Müze;Muiden (Day Trip);4.7;Hollanda'nın en iyi korunmuş ve en ikonik ortaçağ su kalesi. Hendekleri, kuleleri ve tarihi bahçesiyle bir masal kalesi andırır.;The Netherlands' best-preserved and most iconic medieval moated castle. With its moats, towers, and historic gardens, it looks like something out of a fairytale.
Amsterdam;Museum Het Grachtenhuis (Kanal Evi Müzesi);Müze;Canal Ring;4.6;Amsterdam kanallarının nasıl inşa edildiğini ve 400 yıllık tarihini anlatan harika bir interaktif müze. Tarihi bir kanal evinde yer alır.;A wonderful interactive museum telling the 400-year history of how Amsterdam's canals were built. Housed in a historic canal house.
Amsterdam;Museum Van Loon;Müze;Keizersgracht;4.6;Museum Van Loon, Amsterdam'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Keizersgracht bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.;17th century canal house museum. Preserved with original items. Secret garden in back is magnificent.
Amsterdam;Museum Willet-Holthuysen;Müze;Canal Ring;4.6;17. yüzyıldan kalma görkemli bir kanal evi. İçindeki orijinal mobilyalar, gümüş koleksiyonu ve Fransız stili bahçesiyle eski Amsterdam hayatını yansıtır.;A grand 17th-century canal house. Reflects old Amsterdam life with its original furnishings, silver collection, and French-style garden.
Amsterdam;NDSM Wharf;Deneyim;Noord;4.5;Eski bir tersanenin sanatsal bir vahaya dönüştüğü yer. Devasa grafitileri, alternatif barları ve endüstriyel atmosferiyle şehrin en 'cool' ve yaratıcı bölgesi.;A former shipyard turned into a vibrant creative hub. Home to street art, industrial-style bars, and artists' studios, it's the alternative and edgy heart of Amsterdam-Noord.
Amsterdam;NEMO Science Museum;Müze;Oosterdok;4.5;NEMO Science Museum, Amsterdam'nin kültürel zenginliğinin en güzel örneklerinden birini sergiliyor. Oosterdok bölgesinde konumlanan bu müze, dünya çapında tanınan eserleri, interaktif sergileri ve eğitici programlarıyla her yaş grubundan ziyaretçiye hitap ediyor. Rehberli turlar sayesinde eserlerin hikayelerini derinlemesine keşfetme imkanı bulabilirsiniz.;Green ship-shaped building. Interactive science museum. Roof terrace (free) overlooks whole city.
Amsterdam;NU koffie & delicatessen;Cafe;Tweede Egelantiersdwarsstraat 13H;4.8;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Now coffee and deli with quality products and brews.
Amsterdam;Nam Kee (Çin Mutfağı);Restoran;Zeedijk (Chinatown);4.4;Amsterdam'ın Chinatown bölgesindeki efsanevi Çin restoranı. Özellikle 'Nam Kee'nin İstiridyeleri' yemeğiyle dünya çapında ünlüdür.;Legendary Chinese restaurant in Amsterdam's Chinatown. World-famous especially for its dish 'Oysters at Nam Kee'.
Amsterdam;Namche Amsterdam;Restoran;Lange Leidsedwarsstraat 91;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 579+ ziyaretçi tarafından değerlendirildi.;Nepalese café named after the Everest village with authentic dishes.
Amsterdam;Nieuwe Kerk (Yeni Kilise);Müze;Dam Square;4.5;Dam Meydanı'ndaki 15. yüzyıldan kalma gotik kilise. Bugün dini törenlerden ziyade prestijli sanat sergilerine ev sahipliği yapar.;A 15th-century Gothic church on Dam Square. Today, it hosts prestigious art exhibitions rather than religious services.
Amsterdam;Noi Coffee and Eatery;Cafe;Jan Evertsenstraat 123;4.9;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Vietnamese-inspired coffee and eatery with quality offerings.
Amsterdam;Nous - Coffee Store;Cafe;Haarlemmerplein 29HS;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;French-inspired coffee store with quality beans and brewing.
Amsterdam;OBA Oosterdok (Amsterdam Halk Kütüphanesi);Müze;Centrum-East;4.7;Avrupa'nın en büyük halk kütüphanelerinden biri. En üst katındaki teras kafesi, şehre bakan harika ve ücretsiz bir manzara sunar.;One of Europe's largest public libraries. Its top-floor terrace cafe offers a magnificent and free view overlooking the city.
Amsterdam;Ons' Lieve Heer op Solder (Tavan Arasındaki Kilise);Müze;Centrum;4.8;17. yüzyılda Katoliklere ibadet yasağı varken bir evin tavan arasına gizlice inşa edilmiş muhteşem bir kilise. Amsterdam'ın en iyi korunmuş sırlarından biridir.;A magnificent church secretly built in the attic of a 17th-century canal house during the ban on Catholic worship. One of Amsterdam's best-kept secrets.
Amsterdam;Oocker;Restoran;Frederiksplein 29h;4.8;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Traditional Dutch tavern with local character and drinks.
Amsterdam;Oosterpark;Park;Oost;4.4;Oosterpark, şehir hayatının karmaşasından uzaklaşıp nefes almak isteyenler için Oost bölgesinde yeşil bir vaha. Yürüyüş yolları, dinlenme alanları ve huzurlu atmosferiyle doğayla baş başa kalmak için ideal.;For those seeking escape from the city's crowds, Oosterpark is a perfect sanctuary. This green oasis in Oost offers different beauty each visit with its botanical diversity and seasonal flower gardens.
Amsterdam;P.C. Hooftstraat;Alışveriş;Oud-Zuid;4.4;Amsterdam'ın en lüks alışveriş caddesi. Dünyaca ünlü moda evlerinin ve prestijli markaların amiral gemisi mağazaları burada bulunur.;Amsterdam's most luxurious shopping street, home to flagship stores of world-famous fashion houses and prestigious brands.
Amsterdam;Pathé Tuschinski;Deneyim;Centrum;4.9;Dünyanın en güzel sinemalarından biri olarak kabul edilen Art Deco ve Art Nouveau tarzı muhteşem tarihi tiyatro ve sinema salonu.;Considered one of the world's most beautiful cinemas, a magnificent historic theater and movie palace in Art Deco and Art Nouveau style.
Amsterdam;Patisserie Linnick;Cafe;Amstelveenseweg 75;4.8;Amsterdam'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;French patisserie with elegant pastries and cakes.
Amsterdam;Pelusa;Restoran;Leen Jongewaardkade 41;4.9;Amsterdam'nin sevilen restoranlarından biri. Yerel lezzetler ve özenli sunum ile gurme bir deneyim sunuyor.;Cozy café with quality coffee and relaxed vibes.
Amsterdam;Plan No.3;Bar;Oostenburgergracht 3;5;Amsterdam'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Third plan café-bar with creative concept.
Amsterdam;Pluk;Restoran;De 9 Straatjes;4.4;Dokuz Sokaklar'ın en fotojenik kafesi. Sağlıklı bowl'ları, ev yapımı pastaları ve rengarenk dekorasyonuyla hem gözünüze hem damağınıza hitap eden şık bir durak.;One of the most Instagrammable cafes in the Nine Streets. Famous for healthy acai bowls, delicious cakes, and a cute shop filled with home interior treasures.
Amsterdam;Portuguese Synagogue (Portekiz Sinagogu);Tarihi;Jewish Cultural Quarter;4.7;17. yüzyıldan kalma, dünyanın en eski ve en etkileyici sinagoglarından biri. Hala elektrik kullanılmayan binada akşamları binlerce mum yakılır.;Built in the 17th century, one of the world's oldest and most impressive synagogues. The building still has no electricity, and thousands of candles are lit for evening services.
